userId,movieId,ratting,timestamp,last,histHighRatedMovieIds,negHistMovieIds,gender,age,occupation,zipCode,title,genres,label
1548,785,1,974742839,1.0,3176|2700|2721|2987|3793|86|3786|3175|2716|913,52|2726|3775|2553|2069|1280|1260|3158|2166|2252,M,35,1,53703,Kingpin (1996),Comedy,0
4325,785,4,965251418,1.0,2028|2858|2683|2694|2433|2712|2580,2714|3941|2562|3120|109|1159|2408,M,25,0,30082,Kingpin (1996),Comedy,1
5309,785,4,960928735,1.0,527|2028|2858|2706|2355|2770|2433|223|3203|2336,322|2013|3131|107|3921|3821|2453|2648|3054|3594,M,25,0,02478,Kingpin (1996),Comedy,1
1549,70,4,974741957,1.0,3423|2804|1171|3175|2858|908|551|3481|1965|480,2519|2569|1772|1538|3586|2916|2176|2550|84|3009,M,35,6,20901,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1
2101,70,4,974654046,1.0,1997|3932|2644|1994|2160|2455|1345|1350|2657|1330,2356|193|1347|145|2876|316|3863|605|905|741,M,25,16,48309,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1
2375,70,4,974334351,1.0,2291|2160|3408|1035|3160|3753|3927|3450|2399|3,1563|3857|3786|3916|3472|2151|2385|2028|1078|1580,F,50,7,13027,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1
5365,70,3,960504751,1.0,2598|1792|1461|836|1687|2169|1866|1779|1003|520,3257|2141|3542|2388|3735|2984|1718|1292|3011|1207,M,18,12,90250,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,0
1552,2379,1,974875077,1.0,1961|1958|3684|2064|921|1307|1270|2150|2797|2081,2185|1156|3262|3886|3494|187|405|3911|2770|3033,M,45,20,10021,Police Academy 2: Their First Assignment (1985),Comedy,0
3002,2379,2,1034891211,1.0,1078|2797|223|1233|3060|1136|1197|1219|1077|2174,3681|2393|1776|1464|1870|248|2568|2156|3898|2420,M,45,11,90028,Police Academy 2: Their First Assignment (1985),Comedy,0
1553,543,5,974742431,1.0,1097|2081|2085|364|2398|1207|899|1197|17|1380,3333|1974|2892|90|3559|2745|3297|1877|3371|2096,F,25,15,64116,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1
2721,543,1,973278385,1.0,1197|1210|1680|1183|2067|440|3358|1721|539|2406,3554|1248|1174|3614|2171|2512|3404|3630|3612|3191,M,45,14,19382,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,0
5657,543,4,1041647062,1.0,3247|1527|1552|1835|2|2024|3528|368|2393|288,2725|2227|3298|2252|182|3785|1366|1819|3272|220,M,50,14,92026,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1
5791,543,4,958091132,1.0,1247|898|902|1554|1307|2621|1639|2125|1680|35,394|786|2572|1577|1676|1297|1000|1114|378|401,M,18,4,44074,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1
1564,15,2,974741203,1.0,2763|2023|1573|1608|1552|442|780|1480|2002|2881,1021|1555|1433|3379|3014|2486|555|2231|233|1207,M,50,1,01096,Cutthroat Island (1995),Action|Adventure|Romance,0
1948,15,1,974696408,1.0,733|1597|368|1391|303|292|3755|736|466|1552,2566|3024|108|58|306|1834|619|1216|913|3152,M,1,10,93111,Cutthroat Island (1995),Action|Adventure|Romance,0
1571,1734,4,974740387,1.0,1912|1610|493|3178|1916|2916|2353|349|377|1674,1030|644|941|160|1294|3017|2237|301|3496|2558,M,25,20,98033,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,1
1573,3754,3,974737751,1.0,3617|3882|3785|3618|3784|3646|3301|3511|3821|3884,2527|974|161|3740|1545|2335|2075|3078|3034|3488,M,1,0,77479,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
2564,3754,3,973972175,1.0,11|539|2671|3528|597|3269|3|1465|3755|3827,1628|3627|948|3643|871|2323|768|1958|2899|2640,F,35,20,43230,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
3052,3754,2,970179799,1.0,1334|1019|2009|2021|680|2528|2495|1284|930|3334,1495|427|2802|1880|611|1050|2357|3574|3791|1411,M,35,12,10036,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
3262,3754,1,1041373595,1.0,539|333|3552|73|1416|364|3916|1449|1569|3911,1603|1501|3644|3663|2788|1664|2845|416|5|3131,M,25,14,55391,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
4008,3754,1,965546158,1.0,3617|3618|3624|3578|3753|3785|3793|3744|3623|3510,180|1938|2727|284|175|3184|337|1969|2253|3503,M,18,1,92802,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
4235,3754,4,965313830,1.0,3185|3534|3483|3555|3513|3744|3717|3409|3355|3316,3385|3275|3624|3769|3060|1431|2449|469|169|1292,M,50,2,90029,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,1
4238,3754,2,966553461,1.0,919|1260|954|1256|2010|1267|1179|1034|2580|176,2950|1809|2364|3362|1995|3192|728|356|517|1475,M,35,16,44691,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,0
1574,1022,5,974737923,1.0,1294|1270|1079|2137|1|595|2355|364|2081|2899,2112|3895|2523|1902|2481|3463|2968|173|1161|3514,M,25,6,81007,Cinderella (1950),Animation|Children's|Musical,1
1576,28,5,974737793,1.0,1393|361|920|2406|3259|3512|1066|2248|2671|1597,864|3810|1906|809|1480|2174|2999|3364|2|527,F,45,9,85202,Persuasion (1995),Romance,1
2709,28,5,973290183,1.0,1193|2846|1284|2858|608|3160|1673|3328|661|446,938|614|508|369|3803|2296|460|2112|3277|3572,F,25,0,60660,Persuasion (1995),Romance,1
1579,3707,3,1045623772,1.0,2273|2046|1247|916|3147|231|493|3683|2953|922,3817|3522|1893|3182|186|1086|3941|2443|3651|2389,M,25,0,60201,Nine 1/2 Weeks (1986),Drama,0
2301,3707,3,974495724,1.0,3424|2076|1224|2022|1172|3521|1211|1305|1295|1173,2582|1219|222|3583|333|2471|2871|2008|613|366,F,25,12,02478,Nine 1/2 Weeks (1986),Drama,0
4660,3707,3,963874061,1.0,1968|3591|1302|3448|2114|1124|2001|1958|2420|2411,1703|3592|2090|1750|1029|663|1925|1466|617|2465,F,18,4,06074,Nine 1/2 Weeks (1986),Drama,0
1583,3920,4,974736417,1.0,2622|2734|3606|2013|2686|299|1513|2396|2070|2763,601|3934|3544|2591|3845|2534|704|2729|1726|3086,M,35,6,94115,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy,1
1584,3760,4,1005615847,1.0,2470|3949|3363|955|1963|1080|1414|1292|2788|1875,933|1499|2113|3645|2796|3854|174|2050|63|2476,M,25,19,45701,"Kentucky Fried Movie, The (1977)",Comedy,1
3145,3760,5,969324485,1.0,1|3108|2791|1258|2857|2080|1267|3071|750|296,2129|895|1669|2518|3552|1352|44|1078|1624|1854,M,18,4,02138,"Kentucky Fried Movie, The (1977)",Comedy,1
1585,2463,4,974828703,1.0,3361|3543|1270|1172|2918|3039|1307|2797|2243|1220,2355|1000|2750|3662|3264|3738|3854|675|3042|306,M,56,20,92315,Ruthless People (1986),Comedy,1
1586,3683,4,974738857,1.0,1387|2872|2100|2138|2140|367|2015|788|1284|913,180|1063|2|2601|3684|407|335|1179|1049|151,M,45,7,77351,Blood Simple (1984),Drama|Film-Noir,1
1590,1302,5,976225662,1.0,1225|1185|1957|1231|1240|2081|3613|1961|1079|1291,2413|350|3614|1575|481|2077|2478|2976|3874|2844,M,35,1,95003,Field of Dreams (1989),Drama,1
3576,1302,3,966725189,1.0,1952|3498|1231|3468|150|1090|2795|2520|2915|2866,778|2265|243|2562|1046|2362|1307|665|2177|3421,M,50,7,68046,Field of Dreams (1989),Drama,0
1591,337,4,974827430,1.0,1036|1994|3763|3102|2344|527|1041|593|3260|296,2751|1179|355|1970|2763|2393|1769|3207|3750|2786,M,50,7,26501,What's Eating Gilbert Grape (1993),Drama,1
5587,337,4,959283008,1.0,2916|1610|1|272|457|508|1466|1680|2890|2501,2979|1123|3501|125|3597|3309|2452|167|2431|1335,M,25,17,22041,What's Eating Gilbert Grape (1993),Drama,1
1592,3622,4,974738257,1.0,3253|2502|1968|3255|2000|3448|2144|2150|3317|3210,82|656|96|3039|2655|3850|1052|3273|378|1222,M,35,7,50111,"Twelve Chairs, The (1970)",Comedy,1
1593,2901,3,1014180878,1.0,1883|2706|207|2355|2160|366|1321|2357|610|3081,585|1732|1665|1602|405|3180|3245|1341|2272|3794,M,25,16,78411,Phantasm (1979),Horror|Sci-Fi,0
2783,2901,5,973018024,1.0,3527|2407|671|1374|3175|1573|1019|2455|1921|1396,2339|1551|1575|2897|1325|2942|235|444|527|3120,M,45,17,78750,Phantasm (1979),Horror|Sci-Fi,1
3660,2901,1,966434106,1.0,2529|3527|3699|480|1376|2916|2455|2657|1127|1580,1131|1955|1890|617|3571|1341|1957|20|3273|2356,M,35,7,15137,Phantasm (1979),Horror|Sci-Fi,0
1597,627,3,1046276283,1.0,1270|2947|2300|1097|595|1375|1278|176|2010|1660,1501|395|600|2491|1285|1433|1447|1872|3850|165,M,25,12,10002,"Last Supper, The (1995)",Drama|Thriller,0
1598,546,1,974735294,1.0,610|2528|674|2311|316|2275|2672|3156|1391|1779,816|3089|3062|749|1054|1729|2251|356|2311|2966,M,35,13,76548,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
2138,546,5,974638767,1.0,1831|2498|1037|1882|160|173|2986|2322|1862|327,851|269|3757|2574|2044|368|198|470|3616|580,F,18,4,88119,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,1
2200,546,2,974605215,1.0,442|2393|329|1356|2012|2094|1762|748|1591|1603,2692|489|3695|2789|45|29|2472|2038|2373|3791,M,35,1,60016,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
2484,546,2,974150374,1.0,2353|1271|1485|1573|2273|480|805|1370|2916|3256,1662|985|3184|2732|800|2464|2972|214|3565|3098,M,45,5,31901,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
3582,546,1,966699945,1.0,2471|2162|434|2143|736|455|2051|798|2103|2735,1744|1845|1301|3665|1146|1531|3519|1547|990|2498,F,35,0,52405,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
3896,546,1,965783367,1.0,541|1617|589|480|2571|32|1580|1356|788|1591,873|2768|2971|477|3636|2683|2474|2201|2158|3666,M,35,0,60914,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
4004,546,3,965562504,1.0,1876|653|2002|798|208|1544|3113|1882|2170|172,522|1903|1059|2038|996|2036|3686|2159|875|316,M,50,0,21050,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
6018,546,2,956764609,1.0,1653|2407|2968|2009|3032|2311|2021|674|3269|2094,3926|3077|2555|2159|1593|1933|1847|2518|1840|2018,M,35,1,48906,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,0
1605,443,4,1045955252,1.0,2443|1185|190|2801|2966|1629|3429|2029|29|3330,3508|734|3410|2991|3102|1697|3685|1328|609|1085,F,18,0,28270,"Endless Summer 2, The (1994)",Documentary,1
1606,481,4,974742057,1.0,2561|165|1608|2803|587|1841|353|95|1620|2605,3308|2992|2468|3818|2501|394|3161|2402|914|1855,F,35,3,55405,Kalifornia (1993),Drama|Thriller,1
2490,481,2,974138955,1.0,293|2858|608|1249|1259|589|482|3160|1785|538,1770|3240|3340|340|2973|3183|438|2057|2225|651,M,25,12,94703,Kalifornia (1993),Drama|Thriller,0
1607,515,4,974734486,1.0,1643|3104|3418|2289|2300|2348|3461|1296|272|2917,2167|3412|1243|3234|2510|287|1796|3608|1680|3805,M,45,1,02135,"Remains of the Day, The (1993)",Drama,1
1661,515,5,974711450,1.0,3260|2501|1266|1537|17|1094|232|2677|281|2908,3|593|1097|3178|2163|763|2261|3296|2873|57,M,35,7,80526,"Remains of the Day, The (1993)",Drama,1
1611,322,4,1016505915,1.0,596|1023|2087|2096|2099|783|1032|1025|3671|2706,2043|1080|3419|2152|610|3726|324|1748|378|1190,M,25,0,03867,Swimming with Sharks (1995),Comedy|Drama,1
2826,322,4,982779824,1.0,3703|1036|1238|3730|3298|2611|3578|2488|2203|936,1294|665|1388|141|17|345|96|2291|2857|1917,M,35,12,10011,Swimming with Sharks (1995),Comedy|Drama,1
5489,322,5,959820170,1.0,356|3448|647|1265|223|1968|1641|2302|357|2371,3123|522|2992|964|3073|920|847|583|291|1414,M,18,7,94104,Swimming with Sharks (1995),Comedy|Drama,1
1614,1779,4,974730052,1.0,1580|2916|60|349|2006|10|2094|2322|673|849,2896|1877|1120|2527|1820|3808|1157|931|1732|1252,M,35,0,90027,Sphere (1998),Adventure|Sci-Fi|Thriller,1
2559,1779,4,974598885,1.0,86|1377|316|552|329|2094|3489|1396|1573|788,3749|3198|379|42|2864|3404|241|3215|2549|2932,M,18,10,53207,Sphere (1998),Adventure|Sci-Fi|Thriller,1
1620,1732,5,974729381,1.0,3104|3334|1234|2912|2952|1500|2000|555|2580|3178,261|3276|3641|2422|858|2527|2278|1931|58|792,M,25,20,48009,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
1718,1732,5,974705402,1.0,50|1213|1089|1500|2391|47|6|2268|1729|1396,3638|1870|3530|98|2966|1586|2991|2767|2724|2169,M,18,4,43235,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
1725,1732,4,974796202,1.0,1291|2115|527|1921|1298|1653|2571|1266|1198|733,3684|3344|2783|1129|2309|307|2285|1170|64|3810,M,18,19,67218,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
2947,1732,3,1037992675,1.0,3852|296|3424|2918|2973|2729|1719|457|1571|45,2463|1133|28|2412|816|2334|3409|2091|1484|3166,F,25,0,02138,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,0
2976,1732,5,971023613,1.0,1073|3671|1060|1968|2155|1517|69|2174|3552|2918,2163|355|2640|2694|954|698|457|2674|2637|1236,M,18,20,86001,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
3267,1732,5,968273745,1.0,1580|2302|1617|608|50|296|1912|555|1089|1179,2113|3503|992|2457|1069|1917|3873|590|152|465,M,25,4,78705,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
4397,1732,5,965160224,1.0,2396|3081|2700|2762|2763|3793|86|1193|235|1704,2770|866|3182|3469|2714|257|333|2574|782|780,M,18,4,43402,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
4457,1732,4,965240790,1.0,1912|1034|3735|2872|2138|3176|800|950|1964|451,1001|1444|3120|3331|3857|1335|1174|3409|1372|3611,M,35,14,95492,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
4917,1732,4,962678270,1.0,913|1252|1267|1617|3334|2987|1269|924|3788|3044,2785|1599|1711|2284|1878|2073|844|783|1689|3829,M,45,0,27312,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1
1622,2395,3,974726530,1.0,1196|750|1208|356|1094|1222|2890|1298|1391|3007,31|2317|2284|2050|1001|1135|1549|2392|1100|2332,M,18,4,53715,Rushmore (1998),Comedy,0
1993,2395,5,974681950,1.0,1|1136|1394|1288|1197|2289|2396|2080|1257|223,3412|1699|1216|2567|1594|450|2065|183|171|1779,M,35,17,99508,Rushmore (1998),Comedy,1
5177,2395,4,961858821,1.0,2396|2359|838|2302|1784|514|21|367|2321|339,2339|3119|3070|1034|3257|1417|7|3343|1103|1184,M,45,14,30005,Rushmore (1998),Comedy,1
1623,2046,3,975364198,1.0,2529|2916|2455|2640|1127|480|1374|1527|1573|3527,1224|1141|2801|2733|125|2402|3606|206|2761|3903,M,50,15,07746,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,0
3276,2046,2,968184396,1.0,3250|3159|527|50|318|1873|2571|1|1183|2321,1834|1782|2835|2237|800|2299|218|1456|1286|261,M,25,20,55391,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,0
5136,2046,4,962095261,1.0,2100|1275|2407|2455|2985|3699|1527|1584|198|748,1218|2318|702|1822|2342|3884|919|2120|1220|90,M,25,12,91106,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,1
1628,2716,4,978783097,1.0,322|3702|2750|1302|2155|1073|3868|1345|3071|2268,1087|626|1099|408|1682|3806|614|3606|1401|545,M,18,20,90028,Ghostbusters (1984),Comedy|Horror,1
1683,2716,4,974711903,1.0,2146|2468|2942|2408|2758|2471|3393|3716|3715|587,3503|2613|2792|2084|3399|3762|2284|2181|2768|3441,F,25,7,98109,Ghostbusters (1984),Comedy|Horror,1
2417,2716,5,974243056,1.0,1304|1259|2946|3868|2791|1278|2863|933|2355|2174,1054|3545|1160|3508|1824|1466|2113|1425|2223|1894,M,45,1,53045,Ghostbusters (1984),Comedy|Horror,1
3915,2716,4,965748496,1.0,3147|3146|3186|2683|2699|2694|2908|3016|2881|3238,3406|1686|1811|1207|3700|1857|2433|2137|1698|1382,F,35,3,71111,Ghostbusters (1984),Comedy|Horror,1
4209,2716,4,965320488,1.0,2858|1127|3005|2433|3203|2434|2881|2336|2688|2333,3029|2659|2651|481|2007|2920|828|3391|2550|1234,M,56,0,37363,Ghostbusters (1984),Comedy|Horror,1
4321,2716,5,965270402,1.0,3341|1265|2918|2248|2804|1500|3210|1663|2174|21,1303|341|2747|3129|2096|371|229|2398|977|3109,M,45,7,80525,Ghostbusters (1984),Comedy|Horror,1
1630,2498,2,974725434,1.0,3044|1645|1805|492|1748|1584|32|480|1653|748,190|3315|2489|1226|2718|2394|1156|493|3009|1319,M,45,17,91355,My Favorite Martian (1999),Comedy|Sci-Fi,0
1815,2498,2,974700794,1.0,1584|3175|1580|1573|2011|2628|3827|1391|780|1924,2558|1508|3046|1743|2734|1988|2483|699|3027|3771,M,1,1,30707,My Favorite Martian (1999),Comedy|Sci-Fi,0
4285,2498,4,965285170,1.0,2571|1584|1396|2615|1356|256|2011|442|338|24,2501|1593|618|3625|2374|1277|3367|976|897|2171,M,35,0,62704,My Favorite Martian (1999),Comedy|Sci-Fi,1
4333,2498,3,965243168,1.0,748|1373|2428|1831|2701|3464|2851|3156|2450|160,2606|2071|380|2513|3694|403|1437|184|3007|2169,M,50,2,33134,My Favorite Martian (1999),Comedy|Sci-Fi,0
1632,916,2,974721226,1.0,3386|2966|30|538|1466|16|3720|3952|3320|1230,2053|2039|692|1016|1388|1889|1103|3268|2382|1676,M,25,16,94120,Roman Holiday (1953),Comedy|Romance,0
1897,916,5,1043891970,1.0,3873|3028|2870|899|931|1650|3791|851|3516|2761,1348|2017|2126|2577|2834|999|1676|188|2506|2522,F,50,2,94530,Roman Holiday (1953),Comedy|Romance,1
1634,2059,4,974718455,1.0,2501|515|150|1682|1678|261|1619|412|1177|524,451|1334|249|1307|499|3262|2715|656|2211|139,F,56,0,38340,"Parent Trap, The (1998)",Children's|Drama,1
1636,2324,4,974967641,1.0,2763|32|235|2600|2291|1358|1704|3108|25|232,2666|3115|2401|901|2404|1959|3297|1013|2742|2411,F,25,19,60612,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
3305,2324,4,968003112,1.0,1095|1673|778|21|1794|3255|1810|2071|1635|1187,262|1333|3274|1658|900|1438|1930|2309|1977|3065,M,56,20,94708,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
4468,2324,4,965144282,1.0,2000|2001|903|904|942|910|164|1358|3512|2359,2638|1090|3267|182|2912|1033|485|2662|1321|2889,F,35,7,75601,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
4538,2324,4,964708755,1.0,557|3462|1251|924|296|2068|2729|2067|778|953,3501|2528|3582|272|2564|877|234|2336|3241|1865,M,25,12,0956456,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
4878,2324,5,962766664,1.0,586|588|39|539|2683|2870|2470|1665|372|537,1309|201|1250|3482|2379|3125|712|371|1196|606,M,50,4,94070,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
5116,2324,5,962304363,1.0,2997|3175|3176|2762|2908|3174|1537|34|2396|1265,1023|2341|1908|716|273|2804|3118|2038|2336|3391,M,35,6,95521,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
5165,2324,5,961904752,1.0,1307|1162|1244|1259|497|2395|2700|1235|1270|1641,2238|3254|2809|634|8|1131|2085|7|2902|752,M,35,6,91103,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1
1640,2965,1,974717670,1.0,733|480|3178|1580|1370|2167|380|1754|198|442,3574|2764|3403|726|501|2299|2931|1739|3289|2686,M,35,17,95610,"Omega Code, The (1999)",Action,0
1642,2034,2,974714440,1.0,1345|3508|2991|3167|2640|3639|3682|3430|3519|2520,1548|276|1288|2557|1051|1689|2027|3300|46|1215,M,50,13,62002,"Black Hole, The (1979)",Sci-Fi,0
3010,2034,3,970523209,1.0,1909|2527|2021|2628|2105|2116|426|1690|1876|748,3829|2057|713|2306|117|2279|3826|765|1479|962,M,25,12,78759,"Black Hole, The (1979)",Sci-Fi,0
3757,2034,3,1009948672,1.0,3802|3791|3147|1584|32|541|480|3916|3578|1214,2442|2656|1556|796|529|2116|99|1004|2974|1780,M,25,7,92612,"Black Hole, The (1979)",Sci-Fi,0
5000,2034,5,962598457,1.0,509|2263|2003|3360|3098|648|2268|3173|3206|421,1527|2674|1834|2568|1190|3307|1222|2560|2896|1694,M,25,4,46254,"Black Hole, The (1979)",Sci-Fi,1
1643,2726,4,1011845071,1.0,2097|253|2976|273|512|2459|2120|2517|2900|1329,3267|3828|1308|48|2274|2114|1401|2148|3902|3698,M,45,2,90813,"Killing, The (1956)",Crime|Film-Noir,1
1645,3877,2,1042345200,1.0,260|1073|2043|2|2628|3489|653|885|1920|2162,3599|2816|2367|3824|1774|305|1626|2441|3802|1043,F,18,9,62225,Supergirl (1984),Action|Adventure|Fantasy,0
1647,1646,3,1046322905,1.0,1359|3773|3031|3916|3536|3901|2141|802|1015|3328,189|359|126|406|935|2199|1170|3612|3388|1047,M,18,18,98118,Rocket Man (1997),Comedy,0
3892,1646,1,972175891,1.0,778|1673|515|431|781|3081|1183|2706|494|2297,3873|950|3695|3687|1014|1854|1292|2553|960|282,M,25,20,91505,Rocket Man (1997),Comedy,0
1652,804,5,974711726,1.0,1721|1259|110|2791|3450|1035|524|144|266|3,654|1719|791|953|423|772|3590|1893|2235|652,M,25,16,98208,She's the One (1996),Comedy|Romance,1
2028,804,4,974670524,1.0,908|2858|110|1035|1259|2160|3160|1965|2455|268,3237|3718|1885|2785|642|2986|2711|842|3938|2961,M,45,6,44131,She's the One (1996),Comedy|Romance,1
1654,2303,5,974713998,1.0,111|2858|1965|3925|1183|1228|1186|1264|1446|2919,1906|1843|2306|3615|2967|2297|397|2126|2185|3211,F,45,0,94114,Nashville (1975),Drama|Musical,1
5038,2303,5,963798415,1.0,2203|1278|1206|1269|1719|262|3361|1639|2321|3793,3426|3247|509|212|1683|1112|562|2809|31|3648,M,25,20,10010,Nashville (1975),Drama|Musical,1
1656,3746,4,974712421,1.0,1240|3615|3510|3717|3578|3623|3753|3793|3555|3755,2020|2343|3582|999|14|2430|1392|1571|1286|2185,M,25,17,94122,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,1
3229,3746,4,1016778251,1.0,1250|750|771|260|1204|1949|1087|3035|3952|3189,3250|176|3938|99|3026|3460|3174|1703|1136|1686,F,56,1,93105,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,1
4492,3746,5,965005981,1.0,2706|3516|2997|2707|223|2355|3203|3196|750|527,3024|3715|249|2046|1515|1209|1306|1722|1772|2103,M,56,13,45322-3132,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,1
1657,1013,5,976222768,1.0,364|2081|2083|1028|1029|531|2085|3396|917|3157,3567|3525|92|2457|1600|3825|2423|2469|567|241,F,45,0,10022,"Parent Trap, The (1961)",Children's|Drama,1
1660,3281,5,977487566,1.0,501|3566|1799|541|2692|3100|2724|205|759|602,2510|591|2535|2600|1715|3725|1236|3073|1780|3940,F,25,2,94577,"Brandon Teena Story, The (1998)",Documentary,1
4692,3281,4,963609524,1.0,1094|246|1147|1192|162|1827|2693|2330|1797|722,3781|2415|514|138|2685|1569|3821|2596|2299|2614,F,25,7,78703,"Brandon Teena Story, The (1998)",Documentary,1
1665,2021,3,974710589,1.0,2985|3932|2455|2640|1356|780|1527|3175|1580|2393,666|237|2216|2987|132|751|671|1810|1724|882,M,45,17,87505,Dune (1984),Fantasy|Sci-Fi,0
1819,2021,2,974699233,1.0,3527|3359|1250|318|923|296|3730|2872|788|3153,3369|3179|1960|2351|1349|3521|1956|2208|3285|3301,F,35,12,45249,Dune (1984),Fantasy|Sci-Fi,0
2013,2021,4,974676994,1.0,1909|1019|3701|2009|2455|2628|3927|968|442|2173,2529|1655|997|1837|2360|3156|608|3787|1401|3032,M,45,0,60543,Dune (1984),Fantasy|Sci-Fi,1
3618,2021,1,967123382,1.0,3507|2359|348|3608|1997|3675|2135|3007|1111|1797,1021|2611|3601|2804|2867|2433|3554|3903|1795|722,M,56,17,22657,Dune (1984),Fantasy|Sci-Fi,0
5905,2021,4,957377642,1.0,1376|2009|1374|2363|2393|2365|2699|2311|1391|2530,2454|118|80|1401|961|1323|1565|2562|2175|1026,F,35,20,78006,Dune (1984),Fantasy|Sci-Fi,1
1669,39,4,974709929,1.0,348|1|2289|1188|52|2282|3108|235|2108|1500,2747|2788|3511|1378|3784|130|3437|1787|3735|3252,F,25,17,75006,Clueless (1995),Comedy|Romance,1
2513,39,4,974072263,1.0,1172|2324|1265|2926|2352|2065|357|1885|2716|2750,1203|3622|1528|947|2065|1127|2987|3307|956|3650,M,56,1,37922,Clueless (1995),Comedy|Romance,1
1674,1188,4,974709705,1.0,1|2858|2396|34|1734|2321|345|588|125|39,2338|239|3933|609|3783|1082|77|1942|1063|3051,M,35,2,95816,Strictly Ballroom (1992),Comedy|Romance,1
4933,1188,5,1011685013,1.0,3943|3949|2805|1617|3507|2009|426|1284|970|2303,420|3262|2060|1840|2446|1178|124|2374|1933|3565,M,25,15,94040,Strictly Ballroom (1992),Comedy|Romance,1
1675,2142,3,975246002,1.0,2139|3034|2394|1033|2141|2800|13|1024|1030|48,500|2345|3947|3790|419|2167|243|2050|2449|2487,F,25,6,97116,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,0
1676,3145,4,977132703,1.0,2115|1049|2006|44|552|434|2421|2142|2699|3213,566|1688|1772|649|770|494|3379|3275|318|39,M,18,4,91301,"Cradle Will Rock, The (1999)",Drama,1
1677,3865,1,974709802,1.0,2882|2392|2761|2629|3623|3354|2574|2734|110|3897,592|1615|3868|2125|2772|2973|210|1749|1153|3707,M,18,14,97123,"Original Kings of Comedy, The (2000)",Comedy|Documentary,0
4385,3865,3,968301787,1.0,2858|2997|3052|3176|3186|318|3148|2908|3831|3783,1405|704|815|2337|2597|281|345|3627|1590|1003,M,25,4,93940,"Original Kings of Comedy, The (2000)",Comedy|Documentary,0
1680,3921,2,976224804,1.0,1779|240|103|185|782|880|540|1266|3508|416,3796|1136|1019|262|3692|2404|2594|1364|3501|3193,M,25,20,95380,Beach Party (1963),Comedy,0
2213,3921,1,975554421,1.0,2160|3481|1171|277|480|2940|2657|3755|490|266,2168|3079|3232|3106|2410|1285|1202|2536|2176|2689,F,25,0,60622,Beach Party (1963),Comedy,0
